Nome,cargo,partido,estado,ocorrencia,descricao,status,processo
Daniel Almeida,Deputado Federal,PCdoB,BA,Crime Eleitoral,Contas da seção da Bahia Partido Comunista do Brasil no exercício de 2012.,Teve as contas reprovadas enquanto presidente.,0000709-71.2012.6.05.0000 - TRE-BA (http://inter03.tse.jus.br/sadpPush/ExibirPartesProcessoJud.do)
Daniel Coelho,Deputado Federal,PPS,PE,Improbidade Administrativa,Improbidade Administrativa,Ação aceita,0003357-49.2014.8.17.0001 - TJ-PE (https://srv01.tjpe.jus.br/consultaprocessualunificada/processo/00033574920148170001)
Pompeo De Mattos,Deputado Federal,PDT,RS,Crime de Responsabilidade,Ação foi julgada improcedente em segunda instância e o processo foi remetido à terceira instância que considerou-a procedente e condenou o deputado,Julgado com Recurso,9993383-50.2006.6.21.0000 - TRE - RS (http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=628172006&comboTribunal=rs)
Pompeo De Mattos,Deputado Federal,PDT,RS,Crime de Responsabilidade,Ação foi julgada improcedente em segunda instância. MPE recorreu em terceira instância e recurso foi julgado procedente e o parlamentar condenado,Julgado com Recurso,9993406-93.2006.6.21.0000 - TRE - RS (http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=641492006&comboTribunal=rs)
Darcísio Perondi,Deputado Federal,MDB,RS,Enriquecimento Ilícito,Enriquecimento Ilícito e Violação aos Princípios Administrativos - Cobrança indevida de honorários médicos de pacientes do SUS.,"Condenação em primeira instância. Apelou à segunda instância, mas decisão foi mantida. Foi interposto recurso especial no STJ que aguarda julgamento.",0000725-26.2004.4.04.7105 - TRF-4 - 1ª VF de Santo Ângelo (https://www2.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&txtValor=2)
Darcísio Perondi,Deputado Federal,MDB,RS,Enriquecimento Ilícito,Enriquecimento Ilícito e Violação aos Princípios Administrativos - Cobrança indevida de honorários médicos de pacientes do SUS.,"Condenação em primeira instância. Apelou à segunda instância, mas decisão foi mantida. Foi interposto recurso especial no STJ que aguarda julgamento.",0000725-26.2004.4.04.7105 - TRF-4 - 3a Turma (https://www2.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&txtValor=2)
Darcísio Perondi,Deputado Federal,MDB,RS,Enriquecimento Ilícito,Enriquecimento Ilícito e Violação aos Princípios Administrativos - Cobrança indevida de honorários médicos de pacientes do SUS.,"Condenação em primeira instância. Apelou à segunda instância, mas decisão foi mantida. Foi interposto recurso especial no STJ que aguarda julgamento.",0000725-26.2004.4.04.7105 - STJ (https://ww2.stj.jus.br/processo/pesquisa/?tipoPesquisa=tipoPesquisaNumeroUnico&termo=000072526200440)
Dário Berger,Senador,MDB,SC,Crime contra a Lei de Licitações,Lei de Licitações,Em andamento,3927 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4678200)
Dário Berger,Senador,MDB,SC,Crime contra a Lei de Licitações,Lei de Licitações e Crime de Responsabilidade,Em andamento,938 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4776748)
Dário Berger,Senador,MDB,SC,Peculato,"Crimes de Peculato, Corrupção Passiva e Falsidade Ideológica",Em andamento,1012 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5204547)
Décio Lima,Deputado Federal,PT,SC,Crime contra a Lei de Licitações,"Crimes Praticados por Funcionários Públicos Contra a Administração em Geral, Crimes da Lei de licitações, Improbidade Administrativa",Inquérito,0007277-66.2009.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=3751516)
Décio Lima,Deputado Federal,PT,SC,Improbidade Administrativa,Improbidade Administrativa,Inquérito,9931273-32.2010.0.01.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=3915164)
Décio Lima,Deputado Federal,PT,SC,Improbidade Administrativa,Improbidade Administrativa,Em andamento - 1a instância,0000120-66.2014.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4679085)
Décio Lima,Deputado Federal,PT,SC,Investigação Penal,Investigação Penal,Inquérito,0002738-76.2017.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149856)
Décio Lima,Deputado Federal,PT,SC,Improbidade Administrativa,Improbidade Administrativa,Condenação em primeira instância. Apelação em segunda instância que aguarda julgamento.,0024738-83.2003.8.24.0008 - TJ-SC - 1ª Vara da Fazenda Acidentes do Trab e Reg Público - Blumenau (https://esaj.tjsc.jus.br/cpopg/show.do?processo.codigo=0800046I20000&processo.foro=8&conversationId=)
Décio Lima,Deputado Federal,PT,SC,Improbidade Administrativa,Improbidade Administrativa,Condenação em primeira instância. Apelação em segunda instância que aguarda julgamento.,0024738-83.2003.8.24.0008 - TJ-SC - 5a Câmara de Direito Público (https://esaj.tjsc.jus.br/cposgtj/show.do?processo.codigo=P0000IRN40000&conversationId=&paginaConsult)
Décio Lima,Deputado Federal,PT,SC,Dano ao Erário,Dano ao Erário,Em andamento - 1a instância,0901262-97.2017.8.24.0008 - TJ-SC - 1ª Vara da Fazenda Acidentes do Trab e Reg Público - Blumenau (https://esaj.tjsc.jus.br/cpopg/show.do?conversationId=&dadosConsulta.localPesquisa.cdLocal=-1&cbPesq)
Décio Lima,Deputado Federal,PT,SC,Dano ao Erário,Dano ao Erário,Em andamento - 1a instância,0901075-89.2017.8.24.0008 - TJ-SC - 1ª Vara da Fazenda Acidentes do Trab e Reg Público - Blumenau (https://esaj.tjsc.jus.br/cpopg/show.do?conversationId=&dadosConsulta.localPesquisa.cdLocal=-1&cbPesq)
Décio Lima,Deputado Federal,PT,SC,Dano ao Erário,Dano ao Erário,Em andamento - 1a instância,0005621-91.2012.8.24.0008 - TJ-SC - 2ª Vara da Fazenda e Regional Exec Fiscal Estadual - Blumenau (https://esaj.tjsc.jus.br/cpopg/show.do?conversationId=&dadosConsulta.localPesquisa.cdLocal=-1&cbPesq)
Décio Lima,Deputado Federal,PT,SC,Dano ao Erário,Dano ao Erário,Em andamento - 1a instância,0905793-37.2014.8.24.0008 - TJ-SC - 1ª Vara da Fazenda Acidentes do Trab e Reg Público - Blumenau (https://esaj.tjsc.jus.br/cpopg/show.do?conversationId=&dadosConsulta.localPesquisa.cdLocal=-1&cbPesq)
Décio Lima,Deputado Federal,PT,SC,Improbidade Administrativa,Improbidade Administrativa,Em andamento - 1a instância,0007680-38.2001.8.24.0008 - TJ-SC - 1ª Vara da Fazenda Acidentes do Trab e Reg Público - Blumenau (https://esaj.tjsc.jus.br/cpopg/show.do?processo.foro=8&processo.codigo=080002SF40000&uuidCaptcha=saj)
Décio Lima,Deputado Federal,PT,SC,Dano ao Erário,Dano ao Erário,Em andamento - 1a instância,0009483-85.2003.8.24.0008 - TJ-SC - 1ª Vara da Fazenda Acidentes do Trab e Reg Público - Blumenau (https://esaj.tjsc.jus.br/cpopg/show.do?conversationId=&dadosConsulta.localPesquisa.cdLocal=-1&cbPesq)
Décio Lima,Deputado Federal,PT,SC,Improbidade Administrativa,Improbidade Administrativa,Em andamento - 1a instância,0019058-88.2001.8.24.0008 - TJ-SC - 1ª Vara da Fazenda Acidentes do Trab e Reg Público - Blumenau (https://esaj.tjsc.jus.br/cpopg/show.do?conversationId=&dadosConsulta.localPesquisa.cdLocal=-1&cbPesq)
Décio Lima,Deputado Federal,PT,SC,Crime Eleitoral,Contas referentes à gestão de recursos de convênios com o governo federal,"Contas durante a época em que foi prefeito de Blumenau julgadas irregulares. Após recurso, a decisão foi mantida.",323/2006 - TCU (http://www.tcu.gov.br/Consultas/Juris/Docs/judoc/Acord/20060303/TC-002-837-2004-6.doc)
Décio Lima,Deputado Federal,PT,SC,Crime de Responsabilidade,Contas referentes à gestão de recursos de convênios com o governo federal,"Contas durante a época em que foi prefeito de Blumenau julgadas irregulares. Após recurso, a decisão foi mantida.",180/2007 - TCU (http://www.tcu.gov.br/Consultas/Juris/Docs/judoc/Acord/20070227/TC-002-837-2004-6.doc)
Dimas Fabiano,Deputado Federal,PP,MG,Lavagem de Dinheiro,"Investigação Penal - Corrupção Passiva, Lavagem de Dinheiro e corrupção ativa. Pagamento, a pedido de Aécio Neves, de vantagens indevidas pelo Grupo Odebrecht para o financiamento da campanha do parlamentar.",Inquérito,0002705-86.2017.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149787)
Marcon,Deputado Federal,PT,CE,Falso Testemunho,Foi condenado em ação penal movida pelo Ministério Público Estadual por crime de falso testemunho em processo contra militante do MST. A Justiça converteu a condenação de 1 ano e 8 meses de reclusão em prestação de serviços à comunidade e pagamento de salários mínimos em favor de entidade assistencial,Julgado,0000269-25.2006.8.21.7000 - TJ - RS (http://www1.tjrs.jus.br/site_php/consulta/consulta_processo.php?nome_comarca=Tribunal+de+Justi%E7a&v)
Domingos Neto,Deputado Federal,PSD,CE,Improbidade Administrativa,Improbidade Administrativa,Aguarda decisão em 1o grau,4418-19.2015.8.06.0161/0 - TJ-CE - Vara única da comarca de Santana do Acaraú (http://www4.tjce.jus.br/sproc2/paginas/ResConProc02.asp?TXT_SOURCE=ResConProcParte&TXT_PARAM1=4418-1)
Delegado Éder Mauro,Deputado Federal,PSD,PA,Falsidade Ideológica e Crimes de Tortura,Falsidade Ideológica e Crimes de Tortura,Aguarda julgamento,0054107-46.2016.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5018960)
Delegado Éder Mauro ,Deputado Federal,PSD,PA,Lesão Corporal e Crimes de Tortura,Lesão Corporal e Crimes de Tortura,Em andamento,0056476-13.2016.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5051589)
Delegado Éder Mauro,Deputado Federal,PSD,PA,Crime Eleitoral,Propaganda irregular - beneficiário pela propaganda eleitoral paga na internet,Condenado - Aguardando pagamento parcelado da multa,0000053-98.2016.6.14.0073 - TRE-PA (http://inter03.tse.jus.br/sadpPush/ExibirPartesProcessoJud.do)
Edio Lopes,Deputado Federal,PR,RR,Desvio de Dinheiro Púbico,"Desvio, em proveito próprio e alheio, de recursos públicos da Assembleia Legislativa de Roraima destinados ao pagamentos de servidores formalmente lotados em seu gabinete, sem a correspondente prestação de serviços à instituição.",Denúncia,9929250-16.2010.0.01.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=3871429)
Edio Lopes,Deputado Federal,PR,RR,Crime Eleitoral,Crimes eleitorais,Aguarda decisão no STF,9929250-59.2010.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4782743)
Edison Lobão,Senador,MDB,MA,Crime conta a Lei de Licitações,"TCU - Acórdão nº 1495/2012 - O Tribunal detectou irregularidades na aplicação dos recursos de um convênio entre o estado do Maranhão e a União, que visava melhorar condições de assistência básica de saúde na região. Parte dos recursos foram utilizados para pagar exame, consulta e tratamento médico domiciliar do senador, então governador do estado.",,
Edison Lobão,Senador,MDB,MA,Lavagem de Dinheiro,"STF - Inquérito nº 4260/2016 - É alvo de inquérito que apura Corrupção Passiva e Lavagem de Dinheiro relacionado a recebimento de propina em contratos de construção da hidrelétrica de Belo Monte. Segundo a delação premiada de Dalton Avancini, executivo da Camargo Corrêa, o então ministro de Minas e Energia da gestão Rousseff teria recebido cerca de R$ 10 milhões em troca da contratação da empresa para participar da construção da usina.",,
Edison Lobão,Senador,MDB,MA,Corrupção Passiva,STF - Inquérito nº 3989/2015,,
Edison Lobão,Senador,MDB,MA,Corrupção Passiva,STF - Inquérito nº 3977/2015,,
Edmar Arruda,Deputado Federal,PSD,PR,Dano Ambiental,Dano Ambiental,"Ação aceita, aguarda decisão em 1o grau.",0000039-81.2006.8.16.0190 - TJ-PR - 1ª Vara da Fazenda Pública de Maringá (https://projudi.tjpr.jus.br/projudi_consulta/processo/consultaPublica.do?_tj=8a6c53f8698c7ff76db3047)
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,"TRF-1 - Seção Judiciária do Pará - Ação civil de Improbidade Administrativa nº 0011179-85.2009.4.01.3900 - Foi condenado por Improbidade Administrativa por atos em sua gestão na prefeitura de Belém (PA). Rodrigues cometeu diversas irregularidades na utilização de verbas federais repassadas pelo Fundo Nacional de Desenvolvimento da Educação, em especial em processos de licitação para compra de material didático, favorecendo a empresa Futura Comércio e Representação Ltda. O juiz da 1ª Vara Federal determinou a suspensão dos direitos políticos do parlamentar por oito anos, a proibição de contratar com o Poder Público por cinco anos e o ressarcimento de R$ 307 mil aos cofres públicos, além do pagamento de multa.",,
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,"TRF-1 Seção Judiciária do Pará - Ação civil de Improbidade Administrativa nº 0017910-63.2010.4.01.3900 - De acordo com a denúncia, a Prefeitura de Belém interrompeu repasses de verbas federais a hospitais e fundações prestadores de serviços do SUS, quando o parlamentar era prefeito da capital.",,
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,TRF-1 - Seção Judiciária do Pará - Ação civil de Improbidade Administrativa nº 0025936-50.2010.4.01.3900.,,
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,TRF-1 - Seção Judiciária do Pará - Ação civil de Improbidade Administrativa nº 0022881-57.2011.4.01.3900.,,
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,"TJ-PA - Comarca de Belém - Ação civil de Improbidade Administrativa nº 0261300-26.2016.8.14.0301 - É réu em ação civil de Improbidade Administrativa com Dano ao Erário. A acusação alega que o parlamentar, durante exercício do cargo de prefeito de Belém, deixou de repassar recursos ao Programa de Formação do Patrimônio do Servidor Público (PASEP), gerando dívida que causou prejuízo aos cofres públicos.",,
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,TJ-PA - Comarca de Belém - Processo nº 0059644-52.2015.8.14.0301,,
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,TJ-PA - Comarca de Belém - Processo nº 0035556-10.2007.8.14.0301,,
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,TJ-PA - Comarca de Belém - Processo nº 0014852-31.2007.8.14.0301,,
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,TJ-PA - Comarca de Belém - Processo nº 0013106-86.2005.8.14.0301,,
Edmilson Rodrigues,Deputado Federal,PSOL,PA,Improbidade Administrativa,TJ-PA - Comarca de Belém - Processo nº 0013105-91.2005.8.14.0301,,
Delegado Edson Moreira,Deputado Federal,PR,MG,Improbidade Administrativa,Crimes praticados por funcionários públicos contra a administração em geral,Inquérito,8621245-65.2015.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4707969)
Eduardo Amorim,Senador,PSDB,SE,Lava Jato,"Investigação Penal. Investigado no inquérito 4438, aberto com base nas delações da Odebrecht.  A suspeita é de que recebeu, junto com a também senadora Maria do Carmo (DEM-SE), doações ilícitas da empreiteira.",Em andamento,4438 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149815)
Eduardo Da Fonte,Deputado Federal,PP,PE,Lavagem de Dinheiro,"Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores, Corrupção Passiva, quadrilha ou bando",Denúncia,0000048-45.2015.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4727643)
Eduardo Da Fonte,Deputado Federal,PP,PE,Investigação Penal,Investigação Penal,Denúncia,0006176-81.2015.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4840710)
Eduardo Da Fonte,Deputado Federal,PP,PE,Corrupção Passiva,"Corrupção Passiva, corrupção ativa, quadrilha ou bando.",Denúncia,0011351-85.2017.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5277658)
Eduardo Barbosa,Deputado Federal,PSDB,MG,Peculato,STF - Inquérito nº 3650/2013 - É alvo de inquérito movido pelo Ministério Público Federal por peculato. O processo está sob Segredo de Justiça.,,
Eduardo Cury,Deputado Federal,PSDB,SP,Crime de Responsabilidade,Anulação - Contratos administrativos,Denúncia,0009026-17.2006.4.03.6103 - TRF-3 - 6a turma (http://web.trf3.jus.br/consultas/Internet/ConsultaProcessual/Processo?NumeroProcesso=000902617200640)
Eduardo Cury,Deputado Federal,PSDB,SP,"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico","Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico",Denúncia,0537610-87.2005.8.26.0577 - TJ-SP (https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G1Z40BITM0000&processo.foro=577&conversationI)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime de Responsabilidade,"Atos administrativos - lei municipal que vinculava a atualização dos salários do prefeito, vice-prefeito, secretários e vereadores à dos servidores públicos","Lei considerada inconstitucional. As autoridades, incluindo Eduardo Cury, então à frente da Prefeitura, foram condenadas a restituir aos cofres públicos os valores ilegalmente acrescidos às suas remunerações. A segunda instância reformou a decisão em primeiro grau que considerava parcialmente a Ação Popular para dar-lhe total provimento. Parlamentar requeriu Recurso Extraordinário no STF que teve seguimento negado.",0567418-98.2009.8.26.0577 - TJ-SP - 1ª Vara da Fazenda Pública - São José dos Campos (https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G1Z40C5TM0000&processo.foro=577&conversationI)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime de Responsabilidade,"Atos administrativos - lei municipal que vinculava a atualização dos salários do prefeito, vice-prefeito, secretários e vereadores à dos servidores públicos","Lei considerada inconstitucional. As autoridades, incluindo Eduardo Cury, então à frente da Prefeitura, foram condenadas a restituir aos cofres públicos os valores ilegalmente acrescidos às suas remunerações. A segunda instância reformou a decisão em primeiro grau que considerava parcialmente a Ação Popular para dar-lhe total provimento. Parlamentar requeriu Recurso Extraordinário no STF que teve seguimento negado.",0567418-98.2009.8.26.0577 - TJ-SP - 6ª Câmara de Direito Público (https://esaj.tjsp.jus.br/cposg/search.do?conversationId=&paginaConsulta=1&localPesquisa.cdLocal=-1&c)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime de Responsabilidade,"Atos administrativos - lei municipal que vinculava a atualização dos salários do prefeito, vice-prefeito, secretários e vereadores à dos servidores públicos","Lei considerada inconstitucional. As autoridades, incluindo Eduardo Cury, então à frente da Prefeitura, foram condenadas a restituir aos cofres públicos os valores ilegalmente acrescidos às suas remunerações. A segunda instância reformou a decisão em primeiro grau que considerava parcialmente a Ação Popular para dar-lhe total provimento. Parlamentar requeriu Recurso Extraordinário no STF que teve seguimento negado.",0567418-98.2009.8.26.0577 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4936797)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime de Responsabilidade,Violação dos princípios administrativos,Ação aceita,1023298-34.2014.8.26.0577 - TJ-SP - 1ª Vara da Fazenda Pública - Foro de São José dos Campos (https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G10006SLJ0000&processo.foro=577&conversationI)
Eduardo Cury,Deputado Federal,PSDB,SP,Dano ao Erário,Dano ao Erário,Ação aceita,1029645-49.2015.8.26.0577 - TJ-SP - 2ª Vara da Fazenda Pública - Foro de São José dos Campos (https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G10008IM10000&processo.foro=577&conversationI)
Eduardo Cury,Deputado Federal,PSDB,SP,Dano ao Erário,Dano ao Erário,Ação aceita,1024176-51.2017.8.26.0577 - TJ-SP - 2ª Vara da Fazenda Pública - Foro de São José dos Campos (https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G1000C82R0000&processo.foro=577&conversationI)
Eduardo Cury,Deputado Federal,PSDB,SP,Dano ao Erário,Dano ao Erário,Ação aceita,1026075-84.2017.8.26.0577 - TJ-SP - 1ª Vara da Fazenda Pública - Foro de São José dos Campos (https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G1000CB9M0000&processo.foro=577&conversationI)
Eduardo Cury,Deputado Federal,PSDB,SP,Dano ao Erário,Dano ao Erário,Denúncia,1033860-97.2017.8.26.0577 - TJ-SP - 2ª Vara da Fazenda Pública - Foro de São José dos Campos (https://esaj.tjsp.jus.br/cpopg/show.do?processo.codigo=G1000CO740000&processo.foro=577&conversationI)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime contra a Lei de Licitações,Irregularidades em concorrência e contrato realizados durante a sua gestão como prefeito de São José dos Campos.,Multado,TC-013853/026/09 - TCE-SP (http://www2.tce.sp.gov.br/arqs_juri/pdf/430349.pdf)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime contra a Lei de Licitações,Irregularidades em contrato de gestão sob a sua responsabilidade como prefeito de São José dos Campos.,Multado,TC-001166/007/09 - TCE-SP (http://www2.tce.sp.gov.br/arqs_juri/pdf/392148.pdf)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime contra a Lei de Licitações,"Irregularidades em concorrência pública e contrato, enquanto prefeito de São José dos Campos.","Multado, recurso negado.",TC-002785/007/07 - TCE-SP (http://www2.tce.sp.gov.br/arqs_juri/pdf/134659.pdf)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime contra a Lei de Licitações,"Irregularidades em concorrência pública e contrato, enquanto prefeito de São José dos Campos.","Multado, recurso negado.",TC-002785/007/07 - TCE-SP (http://www2.tce.sp.gov.br/arqs_juri/pdf/421855.pdf)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime contra a Lei de Licitações,Irregularidades em pregão presencial e contrato sob a sua responsabilidade como prefeito de São José dos Campos,Multado,TC-001369/007/11 - TCE-SP (http://www2.tce.sp.gov.br/arqs_juri/pdf/406250.pdf)
Eduardo Cury,Deputado Federal,PSDB,SP,Crime contra a Lei de Licitações,Irregularidades em concorrência pública e contrato sob a sua responsabilidade como prefeito de São José dos Campos,"Multado, recurso negado.",TC-000930/007/07 - TCE-SP (http://www2.tce.sp.gov.br/arqs_juri/pdf/108504.pdf)
Erivelton Santana,Deputado Federal,PEN,BA,Crime Eleitoral,"Teve as contas referentes à candidatura de 2014 rejeitadas. Recorreu da decisão e obteve o afastamento da pena de multa, mas as contas foram mantidas desaprovadas.",Recorrente,0001560-42.2014.6.05.0000 - TSE (http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=36542015&comboTribunal=tse)
Tia Eron,Deputado Federal,PRB,BA,Improbidade Administrativa,É ré em ação por Improbidade Administrativa movida pelo Ministério Público.,Em andamento,0300100-44.2012.8.05.0001 - TJ-BA - Comarca de Salvador (http://esaj.tjba.jus.br/cpopg/show.do?processo.codigo=010000JYK0000&processo.foro=1)
Tia Eron ,Deputado Federal,PRB,BA,Crime Eleitoral,"A Justiça Eleitoral desaprovou parcialmente as contas anuais do diretório municipal do PRB em Salvador (BA) referente ao ano de 2011. Tia Eron foi citada como responsável no processo por ser a atual presidente regional do PRB na Bahia. Foi apresentado recurso no TSE, que foi negado",Julgado,000133-78.2012.6.05.0000 - TRE-BA (http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=432722012&comboTribunal=ba)
Esperidião Amin,Deputado Federal,PP,SC,Crime Eleitoral,Crimes eleitorais - Calúnia,Aguarda decisão no STF,9930365-38.2011.0.01.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4051598)
Esperidião Amin,Deputado Federal,PP,SC,Crimes contra a Honra | Calúnia,Crimes contra a Honra | Calúnia,Aguarda decisão no STF,9929986-97.2011.0.01.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=4045371)
Esperidião Amin,Deputado Federal,PP,SC,Improbidade Administrativa,"Improbidade Administrativa - Danos causados aos cofres públicos para divulgação em rede televisiva. Os pagamentos datam de 1999 e 2002, mas a ação é de 2013.",Ação aceita. Processo suspenso pois aguarda decisão do STF a respeito do RE 853475.,0027173-33.2013.8.24.0023 - TJ-SC - 1ª Vara da Fazenda Pública - Capital (https://esaj.tjsc.jus.br/cpopg/show.do?processo.codigo=0N0054GQ40000&processo.foro=23&conversationId)
Esperidião Amin,Deputado Federal,PP,SC,Dano ao Erário,"Dano ao Erário - Verifica-se o patrocínio pela Celesc de evento privado denominado ""Laguna, Réveillon 2001: A Virada do Século"". A conduta teria acontecido em 2000 mas a ação é de 2010.",Ação aceita. Processo suspenso pois aguarda decisão do STF a respeito do RE 853475.,0057644-37.2010.8.24.0023 - TJ-SC - 1ª Vara da Fazenda Pública - Capital (https://esaj.tjsc.jus.br/cpopg/show.do?processo.codigo=0N000JSHV0000&processo.foro=23&conversationId)
Eunício Oliveira,Senador,MDB,CE,Investigação Penal,"Investigação Penal - É alvo de investigação movida pelo Ministério Público, fruto de delação premiada de executivos da Odebrecht, acusado de receber pagamento indevido da empreiteira na ordem de R$ 2 milhões, com objetivo de obter a aprovação de legislação favorável aos interesses da companhia. É réu ao lado dos Senadores da República Romero Jucá e Renan Calheiros, do Deputado Federal Rodrigo Maia, entre outros políticos.",Em andamento,4437 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5149814)
Eunício Oliveira,Senador,MDB,CE,Investigação Penal,"Investigação Penal - Inquérito 0003141-45.2017.1.00.0000-STF - É acusado de recebimento de vantagem indevida do grupo empresarial Hypermarcas, em troca de benefícios na Câmara Legislativa.",Em andamento,4487 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5178452)
Eunício Oliveira,Senador,MDB,CE,Lavagem de Dinheiro,"Investigação Penal - É investigado em inquérito instaurado pelo Ministério Público acerca de crimes como Corrupção Ativa e Passiva e crimes de Lavagem de Dinheiro e ocultação de bens. A denúncia usa como base a delação do ex-dirigente da Petrobras Transportes S/A, Sérgio Machado, que afirma que o Grupo JBS iria fazer doações a determinados senadores, na ordem de R$ 40 milhões, a pedido do PT, para as eleições de 2014. Seriam eles: Renan Calheiros, Jader Barbalho, Romero Jucá, Eunício Oliveira, Vital do Rego, Eduardo Braga, Edison Lobão, Valdir Raupp, Dário Berger e Roberto Requião.",Em andamento,4707 (http://portal.stf.jus.br/processos/listarProcessos.asp?classe=&numeroProcesso=4707)
Evandro Roman,Deputado Federal,PSD,PR,Abuso de Poder,"Ação de investigação judicial eleitoral - Abuso de Poder econômico, de poder político/autoridade",Recebimento,0003523-79.2014.6.16.0000 - TSE (http://inter03.tse.jus.br/sadpPush/ExibirPartesProcessoJud.do)
Ezequiel Fonseca,Deputado Federal,PP,MT,Lavagem de Dinheiro,"Peculato, Crimes de ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores",Denúncia,0054321-37.2016.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5030988)
Ezequiel Fonseca,Deputado Federal,PP,MT,Peculato,Peculato,Denúncia,0009337-31.2017.1.00.0000 - STF (http://portal.stf.jus.br/processos/detalhe.asp?incidente=5260983)
Ezequiel Fonseca,Deputado Federal,PP,MT,Improbidade Administrativa,Improbidade Administrativa,Aguarda decisão em 1o grau,2008-04.2010.811.0038 - TJ-MT - Comarca de Araputanga (http://servicos.tjmt.jus.br/processos/comarcas/dadosProcessoPrint.aspx)
Ezequiel Fonseca,Deputado Federal,PP,MT,Improbidade Administrativa,Improbidade Administrativa,Aguarda decisão em 1o grau,2023-70.2010.811.0038 - TJ-MT - Comarca de Araputanga (http://servicos.tjmt.jus.br/processos/comarcas/dadosProcessoPrint.aspx)
Ezequiel Teixeira,Deputado Federal,PODE,RJ,Enriquecimento Ilícito,Enriquecimento Ilícito / Improbidade Administrativa / Atos Administrativos,Aguarda decisão em 1o grau,0058763-30.2016.8.19.0001 - TJ-RJ - Comarca do Rio de Janeiro (http://www4.tjrj.jus.br/consultaProcessoWebV2/consultaProc.do?v=2&FLAGNOME=&back=1&tipoConsulta=publ)
